pl_name,hostname,default_flag,sy_snum,sy_pnum,sy_mnum,discoverymethod,disc_year,disc_facility,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_orblper,pl_orblpererr1,pl_orblpererr2,pl_orblperlim,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,rowupdate
BD+63 1405 b,BD+63 1405,1,1,1,0,Radial Velocity,2021,Haute-Provence Observatory,1198.48000000,60.79000000,-60.79000000,0,2.060000,0.140000,-0.140000,0,,,,,,,,,,,,,0.880000,0.020000,-0.020000,0,,,,,5.974,,,-1,94.2500,3.7600,-3.7600,0,K0,5000.00,53.00,-53.00,0,,,,,0.82,0.08,-0.08,0,18h05m35.50s,271.3979337,+63d40m12.02s,63.6700064,38.0473000,0.0329000,-0.0329000,2021-05-28
BD-00 4475 b,BD-00 4475,1,1,1,0,Radial Velocity,2021,Haute-Provence Observatory,723.20000000,0.74000000,-0.74000000,0,1.480000,0.110000,-0.110000,0,,,,,,,,,,,,,0.390000,0.010000,-0.010000,0,,,,,13.310,,,-1,-97.5500,2.4600,-2.4600,0,G0,5040.00,112.00,-112.00,0,,,,,0.81,0.10,-0.10,0,23h10m50.60s,347.7108441,+00d24m30.82s,0.4085612,42.6402000,0.1816000,-0.1801000,2021-05-28
BD-06 1339 b,BD-06 1339,1,1,2,0,Radial Velocity,2013,La Silla Observatory,3.87280000,0.00040000,-0.00040000,0,0.042800,0.000700,-0.000700,0,,,,,,,,,,,,,0.000000,,,0,,,,,,,,,0.0000,,,0,K7/M0 V,4324.00,100.00,-100.00,0,,,,,0.70,,,0,05h53m00.28s,88.2511811,-05d59m46.82s,-5.9963378,20.2695000,0.0220000,-0.0218000,2014-05-14
BD-06 1339 c,BD-06 1339,1,1,2,0,Radial Velocity,2013,La Silla Observatory,125.94000000,0.44000000,-0.44000000,0,0.435000,0.007000,-0.007000,0,,,,,,,,,,,,,0.310000,0.110000,-0.110000,0,,,,,,,,,41.0000,55.0000,-55.0000,0,K7/M0 V,4324.00,100.00,-100.00,0,,,,,0.70,,,0,05h53m00.28s,88.2511811,-05d59m46.82s,-5.9963378,20.2695000,0.0220000,-0.0218000,2014-05-14
BD-08 2823 b,BD-08 2823,1,1,2,0,Radial Velocity,2009,La Silla Observatory,5.60000000,0.02000000,-0.02000000,0,0.060000,0.000000,0.000000,0,,,,,,,,,,,,,0.150000,0.150000,-0.150000,0,,,,,,,,,,,,,,4816.00,114.00,-114.00,0,0.71,0.04,-0.04,0,0.50,0.26,-0.26,0,10h00m47.33s,150.1971964,-09d30m59.65s,-9.5165689,41.3342000,0.0685000,-0.0682000,2018-09-04
BD-08 2823 c,BD-08 2823,1,1,2,0,Radial Velocity,2009,La Silla Observatory,237.60000000,1.50000000,-1.50000000,0,0.680000,0.020000,-0.020000,0,,,,,,,,,,,,,0.190000,0.090000,-0.090000,0,,,,,,,,,-233.0000,21.0000,-21.0000,0,K3 V,4746.00,63.00,-63.00,0,,,,,0.74,0.07,-0.07,0,10h00m47.33s,150.1971964,-09d30m59.65s,-9.5165689,41.3342000,0.0685000,-0.0682000,2014-05-14
BD-10 3166 b,BD-10 3166,1,1,1,0,Radial Velocity,2000,W. M. Keck Observatory,3.48777000,0.00011000,-0.00011000,0,0.040000,0.000000,0.000000,0,,,,,,,,,,,,,0.020000,0.020000,-0.020000,0,,,,,,,,,,,,,,5393.00,44.00,-44.00,0,0.91,0.04,-0.04,0,1.47,0.24,-0.24,0,10h58m28.59s,164.6191243,-10d46m13.52s,-10.7704227,84.4069000,0.3537000,-0.3508000,2018-09-04
BD-11 4672 b,BD-11 4672,1,1,2,0,Radial Velocity,2014,La Silla Observatory,1634.00000000,13.00000000,-14.00000000,0,2.360000,0.040000,-0.040000,0,,,,,,,,,,,,,0.050000,0.050000,-0.030000,0,,,,,,,,,343.8800,92.6300,-66.9500,0,,4550.00,110.00,-110.00,0,0.64,0.02,-0.02,0,0.65,0.03,-0.03,0,18h33m28.53s,278.3688659,-11d38m13.37s,-11.6370481,27.1665000,0.0346000,-0.0346000,2020-07-17
BD-11 4672 c,BD-11 4672,1,1,2,0,Radial Velocity,2020,Roque de los Muchachos Observatory,74.20000000,0.06000000,-0.08000000,0,0.300000,0.010000,-0.010000,0,,,,,,,,,,,,,0.400000,0.130000,-0.150000,0,,,,,,,,,245.9200,23.0200,-26.5800,0,,4550.00,110.00,-110.00,0,0.64,0.02,-0.02,0,0.65,0.03,-0.03,0,18h33m28.53s,278.3688659,-11d38m13.37s,-11.6370481,27.1665000,0.0346000,-0.0346000,2020-07-17
BD-13 2130 b,BD-13 2130,1,1,1,0,Radial Velocity,2007,La Silla Observatory,714.29999000,5.30000000,-5.30000000,0,1.660000,0.120000,-0.120000,0,,,,,,,,,,,,,0.210000,0.070000,-0.070000,0,,,,,,,,,,,,,,4545.00,71.00,-71.00,0,19.17,4.96,-4.96,0,2.12,1.47,-1.47,0,07h37m09.23s,114.2884692,-13d54m24.01s,-13.9066703,925.2140000,41.2110000,-41.2110000,2018-09-04
BD-17 63 b,BD-17 63,1,1,1,0,Radial Velocity,2008,La Silla Observatory,655.60000000,0.60000000,-0.60000000,0,1.340000,0.020000,-0.020000,0,,,,,,,,,,,,,0.540000,0.005000,-0.005000,0,,,,,,,,,112.2000,1.9000,-1.9000,0,K5 V,4714.00,93.00,-93.00,0,0.69,,,0,0.74,0.03,-0.03,0,00h28m33.92s,7.1413494,-16d13m38.37s,-16.2273254,34.4603000,0.0929000,-0.0924000,2019-09-04
CFBDSIR J145829+101343 b,CFBDSIR J145829+101343,1,1,1,0,Imaging,2011,W. M. Keck Observatory,10037.50000000,2737.50000000,-2737.50000000,0,2.600000,0.300000,-0.300000,0,,,,,3337.10000,1430.20000,-1430.20000,0,,,,,,,,,370,40,-40,0,,,,,,,,,,580.50,24.50,-24.50,0,,,,,0.02,0.01,-0.01,0,14h58m29.00s,224.6208333,+10d13m43.0s,10.2286111,,,,2014-05-14
CFHTWIR-Oph 98 b,CFHTWIR-Oph 98 A,1,1,1,0,Imaging,2021,Hubble Space Telescope,8040000.00000000,470000.00000000,-470000.00000000,0,200.000000,6.000000,-6.000000,0,20.849,0.560,-0.560,0,2479.06157,222.47988,-254.26273,0,,,,,,,,,1800,40,-40,0,,,,,,,,,M9-L1,2320.00,40.00,-40.00,0,0.24,0.01,-0.01,0,0.01,0.00,0.00,0,16h27m44.23s,246.9342770,-23d58m52.14s,-23.9811500,,,,2021-05-17
CHXR 73 b,CHXR 73,1,1,1,0,Imaging,2006,Hubble Space Telescope,,,,,210.000000,,,0,,,,,3994.48600,2662.99100,-1664.36900,0,,,,,,,,,,,,,,,,,,,,,M3.5,,,,,,,,,0.35,,,0,11h06m28.66s,166.6193985,-77d37m33.14s,-77.6258725,190.3740000,6.6470000,-6.2200000,2014-05-14
CI Tau b,CI Tau,1,1,1,0,Radial Velocity,2019,Multiple Observatories,8.98910000,0.02020000,-0.02020000,0,,,,,,,,,3686.82800,921.70700,-858.14100,0,,,,,0.250000,0.160000,-0.160000,0,,,,,50.500,6.300,-8.500,0,31.0000,56.0000,-56.0000,0,K7,,,,,,,,,0.90,0.02,-0.02,0,04h33m52.02s,68.4667685,+22d50m29.83s,22.8416192,157.9980000,1.1980000,-1.1800000,2019-06-19
CT Cha b,CT Cha,1,1,1,0,Imaging,2007,Paranal Observatory,,,,,440.000000,,,0,24.660,9.080,-6.730,0,5403.00000,1907.00000,-1907.00000,0,,,,,,,,,2600,250,-250,0,,,,,,,,,,,,,,,,,,,,,,11h04m09.00s,166.0375038,-76d27m19.33s,-76.4553693,190.7200000,0.7780000,-0.7710000,2014-05-14
CoRoT-1 b,CoRoT-1,1,1,1,0,Transit,2008,CoRoT,1.50895570,0.00000640,-0.00000640,0,,,,,16.700,0.900,-0.900,0,327.35000,38.14000,-38.14000,0,0.38000,0.05000,-0.05000,0,0.000000,,,0,1898,50,-50,0,85.100,0.500,-0.500,0,,,,,G0 V,5950.00,150.00,-150.00,0,1.11,0.05,-0.05,0,0.95,0.15,-0.15,0,06h48m19.17s,102.0798591,-03d06m07.70s,-3.1021394,787.9090000,23.4910000,-23.4910000,2014-05-14
CoRoT-10 b,CoRoT-10,1,1,1,0,Transit,2010,CoRoT,13.24060000,0.00020000,-0.00020000,0,0.105500,0.002100,-0.002100,0,10.870,0.780,-0.780,0,874.00000,50.85000,-50.85000,0,3.70000,0.83000,-0.83000,0,0.530000,0.040000,-0.040000,0,600,23,-23,0,88.550,0.200,-0.200,0,218.9000,6.4000,-6.4000,0,K1 V,5075.00,75.00,-75.00,0,0.79,0.05,-0.05,0,0.89,0.05,-0.05,0,19h24m15.28s,291.0636813,+00d44m45.65s,0.7460143,338.3860000,3.9865000,-3.9865000,2014-05-14
CoRoT-11 b,CoRoT-11,1,1,1,0,Transit,2010,CoRoT,2.99433000,0.00001100,-0.00001100,0,0.043600,0.005000,-0.005000,0,16.030,0.340,-0.340,0,740.51000,108.06000,-108.06000,0,0.99000,0.15000,-0.15000,0,0.000000,,,0,1657,55,-55,0,83.170,0.150,-0.150,0,,,,,F6 V,6440.00,120.00,-120.00,0,1.37,0.03,-0.03,0,1.27,0.05,-0.05,0,18h42m44.95s,280.6872998,+05d56m15.57s,5.9376586,655.0370000,24.9470000,-23.2090000,2014-05-14
CoRoT-12 b,CoRoT-12,1,1,1,0,Transit,2010,CoRoT,2.82804200,0.00001300,-0.00001300,0,0.040160,0.000930,-0.000920,0,16.140,1.460,-1.460,0,291.43800,22.24700,-20.65800,0,0.41100,0.12900,-0.09400,0,0.070000,0.063000,-0.042000,0,1442,58,-58,0,85.480,0.720,-0.770,0,105.0000,90.0000,-27.0000,0,,5675.00,80.00,-80.00,0,1.12,0.10,-0.09,0,1.08,0.08,-0.07,0,06h43m03.76s,100.7656871,-01d17m47.20s,-1.2964437,1126.3700000,55.7450000,-55.7450000,2014-05-14
CoRoT-13 b,CoRoT-13,1,1,1,0,Transit,2010,CoRoT,4.03519000,0.00003000,-0.00003000,0,0.051000,0.003100,-0.003100,0,9.920,0.157,-0.157,0,415.70400,20.97600,-20.97600,0,2.34000,0.23000,-0.23000,0,0.000000,,,0,1700,,,0,88.020,0.340,-0.360,0,,,,,G0 V,5945.00,90.00,-90.00,0,1.01,0.03,-0.03,0,1.09,0.02,-0.02,0,06h50m53.07s,102.7211432,-05d05m11.24s,-5.0864557,1148.9300000,62.1200000,-56.1500000,2014-05-14
CoRoT-14 b,CoRoT-14,1,1,1,0,Transit,2010,CoRoT,1.51214000,0.00013000,-0.00013000,0,0.027000,0.002000,-0.002000,0,12.220,0.780,-0.780,0,2415.40000,190.70000,-190.70000,0,7.30000,1.50000,-1.50000,0,0.000000,,,0,1952,66,-66,0,79.600,0.800,-0.800,0,,,,,F9 V,6035.00,100.00,-100.00,0,1.21,0.08,-0.08,0,1.13,0.09,-0.09,0,06h53m41.81s,103.4242023,-05d32m09.74s,-5.5360385,1744.6000000,173.0300000,-144.9000000,2014-05-14
CoRoT-16 b,CoRoT-16,1,1,1,0,Transit,2011,CoRoT,5.35227000,0.00020000,-0.00020000,0,0.061800,0.001500,-0.001500,0,13.110,1.790,-1.570,0,170.03200,27.01400,-26.37900,0,0.44000,0.21000,-0.14000,0,0.330000,0.090000,-0.100000,0,,,,,85.010,0.940,-1.200,0,168.4100,22.8300,-20.9300,0,G5 V,5650.00,100.00,-100.00,0,1.19,0.14,-0.13,0,1.10,0.08,-0.08,0,18h34m05.92s,278.5246658,-06d00m09.37s,-6.0026026,732.4090000,35.3440000,-32.2820000,2014-05-14
CoRoT-17 b,CoRoT-17,1,1,1,0,Transit,2011,CoRoT,3.76810000,0.00030000,-0.00030000,0,0.046100,0.000800,-0.000800,0,11.430,0.780,-0.780,0,772.29000,95.34000,-95.34000,0,2.82000,0.38000,-0.38000,0,0.000000,,,0,1626,31,-31,0,88.340,1.540,-1.540,0,0.0000,,,0,G2 V,5740.00,80.00,-80.00,0,1.59,0.07,-0.07,0,1.04,0.10,-0.10,0,18h34m47.82s,278.6992360,-06d36m44.24s,-6.6122880,1176.1200000,57.1700000,-52.1900000,2014-05-14
CoRoT-18 b,CoRoT-18,1,1,1,0,Transit,2011,CoRoT,1.90006930,0.00000280,-0.00000280,0,0.029500,0.001600,-0.001600,0,14.680,2.020,-2.020,0,1102.82000,120.77000,-120.77000,0,2.20000,0.80000,-0.80000,0,0.080000,,,1,1550,90,-90,0,86.500,1.400,-0.900,0,,,,,G9 V,5440.00,100.00,-100.00,0,1.00,0.13,-0.13,0,0.95,0.15,-0.15,0,06h32m41.38s,98.1724172,-00d01m53.78s,-0.0316045,764.8890000,27.6140000,-25.7840000,2019-12-02
CoRoT-19 b,CoRoT-19,1,1,1,0,Transit,2011,CoRoT,3.89713000,0.00002000,-0.00002000,0,0.051800,0.000800,-0.000800,0,14.460,0.340,-0.340,0,352.78000,19.07000,-19.07000,0,0.71000,0.06000,-0.06000,0,0.047000,0.045000,-0.045000,0,2000,150,-150,0,88.000,0.700,-0.700,0,,,,,F9 V,6090.00,70.00,-70.00,0,1.65,0.04,-0.04,0,1.21,0.05,-0.05,0,06h28m08.06s,97.0335983,-00d10m14.63s,-0.1707293,790.6630000,26.7370000,-25.0710000,2014-05-14
CoRoT-2 b,CoRoT-2,1,2,1,0,Transit,2008,CoRoT,1.74299350,0.00000100,-0.00000100,0,0.027980,0.000760,-0.000800,0,16.432,0.471,-0.493,0,1102.82000,69.92000,-69.92000,0,1.47000,0.08000,-0.07400,0,0.014300,0.007700,-0.007600,0,,,,,88.080,0.180,-0.160,0,102.0000,17.0000,-5.0000,0,,5625.00,120.00,-120.00,0,0.91,0.03,-0.03,0,0.96,0.08,-0.08,0,19h27m06.49s,291.7770457,+01d23m01.19s,1.3836634,213.2830000,2.4850000,-2.4300000,2014-05-14
CoRoT-20 b,CoRoT-20,1,1,2,0,Transit,2011,CoRoT,9.24285000,0.00030000,-0.00030000,0,0.090000,0.002000,-0.002000,0,,,,,1366.66900,63.56600,-63.56600,0,,,,,0.590000,0.020000,-0.020000,0,,,,,88.210,0.530,-0.530,0,60.1000,2.5000,-2.3000,0,,,,,,,,,,1.14,0.08,-0.08,0,06h30m52.90s,97.7204249,+00d13m36.82s,0.2268931,844.0610000,24.1710000,-22.8830000,2018-07-18
CoRoT-20 c,CoRoT-20,1,1,2,0,Radial Velocity,2018,Multiple Observatories,1675.00000000,19.00000000,-17.00000000,0,2.900000,0.070000,-0.070000,0,,,,,,,,,,,,,0.600000,0.030000,-0.030000,0,,,,,,,,,65.0000,5.5000,-5.7000,0,,,,,,,,,,1.14,0.08,-0.08,0,06h30m52.90s,97.7204249,+00d13m36.82s,0.2268931,844.0610000,24.1710000,-22.8830000,2018-07-18
CoRoT-21 b,CoRoT-21,1,1,1,0,Transit,2012,CoRoT,2.72474000,0.00014000,-0.00014000,0,0.041700,0.001100,-0.001100,0,14.572,1.569,-1.569,0,718.29580,98.52730,-98.52730,0,1.36000,0.48000,-0.48000,0,0.000000,,,0,,,,,86.800,2.100,-2.100,0,,,,,F8 IV,6200.00,100.00,-100.00,0,1.95,0.21,-0.21,0,1.29,0.09,-0.09,0,06h44m12.63s,101.0526207,-00d17m56.96s,-0.2991544,,,,2018-12-03
CoRoT-22 b,CoRoT-22,1,1,1,0,Transit,2014,CoRoT,9.75598000,0.00011000,-0.00011000,0,0.092000,0.001400,-0.001400,0,4.880,0.170,-0.390,0,12.20000,14.00000,-8.80000,0,0.24900,1.00000,-0.09700,0,0.077000,0.300000,-0.042000,0,885,53,-280,0,89.749,0.032,-0.900,0,210.0000,70.0000,-30.0000,0,G3 V,5939.00,54.00,-120.00,0,1.14,0.04,-0.09,0,1.10,0.05,-0.05,0,18h42m40.11s,280.6671392,+06d13m09.00s,6.2191669,627.1580000,11.1870000,-10.8080000,2014-08-21
CoRoT-23 b,CoRoT-23,1,1,1,0,Transit,2011,CoRoT,3.63130000,0.00010000,-0.00010000,0,0.048000,0.004000,-0.004000,0,11.770,1.460,-1.460,0,889.90000,95.30000,-95.30000,0,3.00000,1.10000,-1.10000,0,0.160000,0.020000,-0.020000,0,1660,,,0,85.700,2.600,-1.500,0,52.0000,9.0000,-9.0000,0,G0 V,5900.00,100.00,-100.00,0,1.61,0.18,-0.18,0,1.14,0.08,-0.08,0,18h39m07.84s,279.7826586,+04d21m27.91s,4.3577516,1060.9700000,45.4700000,-41.9400000,2014-05-14
CoRoT-24 b,CoRoT-24,1,1,2,0,Transit,2014,CoRoT,5.11340000,0.00060000,-0.00060000,0,0.056000,0.002000,-0.002000,0,3.700,0.400,-0.400,0,5.70000,,,1,0.90000,,,1,0.000000,,,0,1070,140,-140,0,86.500,2.000,-2.000,0,,,,,K1 V,4950.00,150.00,-150.00,0,0.86,0.09,-0.09,0,0.91,0.09,-0.09,0,06h47m41.41s,101.9225430,-03d43m09.44s,-3.7192892,591.5550000,16.0430000,-15.2320000,2018-06-06
CoRoT-24 c,CoRoT-24,1,1,2,0,Transit,2014,CoRoT,11.75900000,0.00630000,-0.00630000,0,0.098000,0.003000,-0.003000,0,5.000,0.500,-0.500,0,28.00000,11.00000,-11.00000,0,1.30000,0.50000,-0.40000,0,0.000000,,,0,850,80,-80,0,89.000,1.000,-1.600,0,,,,,K1 V,4950.00,150.00,-150.00,0,0.86,0.09,-0.09,0,0.91,0.09,-0.09,0,06h47m41.41s,101.9225430,-03d43m09.44s,-3.7192892,591.5550000,16.0430000,-15.2320000,2014-06-11
CoRoT-25 b,CoRoT-25,1,1,1,0,Transit,2013,CoRoT,4.86069000,0.00006000,-0.00006000,0,0.057800,0.002000,-0.000900,0,12.110,3.400,-1.120,0,85.81000,12.71000,-12.71000,0,0.15000,0.15000,-0.06000,0,0.000000,,,0,1330,80,-40,0,84.500,0.800,-0.300,0,,,,,F9,6040.00,90.00,-90.00,0,1.19,0.14,-0.03,0,1.09,0.11,-0.05,0,18h42m31.12s,280.6296561,+06d30m49.76s,6.5138223,1103.4800000,44.2800000,-41.0500000,2014-05-14
CoRoT-26 b,CoRoT-26,1,1,1,0,Transit,2013,CoRoT,4.20474000,0.00005000,-0.00005000,0,0.052600,0.001000,-0.001000,0,14.120,1.460,-0.780,0,165.26000,15.89000,-15.89000,0,0.28000,0.09000,-0.07000,0,0.000000,,,0,1600,80,-70,0,86.800,2.200,-1.000,0,,,,,G5,5590.00,100.00,-100.00,0,1.79,0.18,-0.09,0,1.09,0.06,-0.06,0,18h39m00.12s,279.7504991,+06d58m11.22s,6.9697828,1045.1800000,,,2014-05-14
CoRoT-27 b,CoRoT-27,1,1,1,0,Transit,2014,CoRoT,3.57532000,0.00006000,-0.00006000,0,0.047600,0.006600,-0.006600,0,11.287,0.493,-0.493,0,3302.11000,174.80000,-174.80000,0,12.60000,1.92000,-1.67000,0,0.065000,,,1,1500,130,-130,0,86.700,1.200,-0.870,0,,,,,G2,5900.00,120.00,-120.00,0,1.08,0.18,-0.06,0,1.05,0.11,-0.11,0,18h33m59.00s,278.4958319,+05d32m18.17s,5.5383811,1010.2800000,69.2600000,-61.0360000,2014-05-14
CoRoT-28 b,CoRoT-28,1,1,1,0,Transit,2015,CoRoT,5.20851000,0.00038000,-0.00038000,0,0.060300,0.005000,-0.005000,0,10.705,0.740,-0.740,0,153.82972,27.65121,-27.65121,0,0.69000,0.27000,-0.27000,0,0.047000,0.055000,-0.038000,0,,,,,88.100,0.800,-0.800,0,126.0000,140.0000,-61.0000,0,G8/9 IV,5150.00,100.00,-100.00,0,1.78,0.11,-0.11,0,1.01,0.14,-0.14,0,18h34m45.20s,278.6883216,+05d34m25.29s,5.5736911,766.1830000,14.6850000,-14.1520000,2015-04-16
CoRoT-29 b,CoRoT-29,1,1,1,0,Transit,2015,CoRoT,2.85057000,0.00000600,-0.00000600,0,0.038600,0.005900,-0.005900,0,10.088,1.793,-1.793,0,270.15550,63.56600,-63.56600,0,1.45000,0.74000,-0.74000,0,0.082000,0.081000,-0.081000,0,,,,,87.300,2.700,-2.700,0,87.0000,210.0000,-49.0000,0,K0 V,5260.00,100.00,-100.00,0,0.90,0.12,-0.12,0,0.97,0.14,-0.14,0,18h35m36.50s,278.9020691,+06d28m46.45s,6.4795703,806.5070000,44.0270000,-39.7600000,2015-04-16
CoRoT-3 b,CoRoT-3,1,1,1,0,Transit,2008,CoRoT,4.25680000,0.00000500,-0.00000500,0,,,,,11.320,0.780,-0.780,0,6883.91000,317.80000,-317.80000,0,26.40000,5.60000,-5.60000,0,0.000000,,,0,,,,,85.900,0.800,-0.800,0,,,,,F3 V,6740.00,140.00,-140.00,0,1.56,0.09,-0.09,0,1.37,0.09,-0.09,0,19h28m13.27s,292.0552827,+00d07m18.61s,0.1218359,768.7710000,30.7910000,-28.5450000,2014-05-14
CoRoT-30 b,CoRoT-30,1,1,1,0,Transit,2020,CoRoT,9.06005000,0.00024000,-0.00024000,0,0.084400,0.001200,-0.001200,0,11.310,0.852,-0.852,0,921.70700,69.92260,-69.92260,0,3.45000,0.65000,-0.65000,0,0.007000,0.031000,-0.031000,0,,,,,90.000,0.560,-0.560,0,178.1000,100.2000,-100.2000,0,G3 V,5650.00,100.00,-100.00,0,0.91,0.09,-0.03,0,0.98,0.03,-0.05,0,18h30m24.28s,277.6011767,+06d50m09.36s,6.8359338,1032.2300000,48.5700000,-44.4670000,2020-04-10
CoRoT-31 b,CoRoT-31,1,1,1,0,Transit,2020,CoRoT,4.62941000,0.00075000,-0.00075000,0,0.058600,0.003400,-0.003400,0,16.365,3.363,-3.363,0,266.97720,108.06220,-108.06220,0,0.33000,0.18000,-0.18000,0,0.020000,0.160000,-0.160000,0,,,,,83.200,2.300,-2.300,0,303.6000,107.9000,-107.9000,0,G2 IV,5700.00,120.00,-120.00,0,2.15,0.56,-0.66,0,1.25,0.22,-0.21,0,06h19m16.98s,94.8207350,-04d25m20.27s,-4.4222978,2005.7600000,169.7900000,-145.7100000,2020-04-10
CoRoT-4 b,CoRoT-4,1,1,1,0,Transit,2008,CoRoT,9.20205000,0.00037000,-0.00037000,0,0.090000,0.001000,-0.001000,0,13.340,0.670,-0.560,0,228.83000,25.43000,-25.43000,0,0.52500,0.15000,-0.15000,0,0.000000,0.100000,-0.100000,0,1074,19,-19,0,90.000,0.000,-0.085,0,,,,,,6190.00,60.00,-60.00,0,1.17,0.01,-0.03,0,1.16,0.03,-0.02,0,06h48m46.71s,102.1946233,-00d40m22.03s,-0.6727861,726.4120000,15.1810000,-14.5820000,2014-05-14
CoRoT-5 b,CoRoT-5,1,1,1,0,Transit,2009,CoRoT,4.03789620,0.00000190,-0.00000190,0,0.049470,0.000260,-0.000290,0,15.558,0.516,-0.527,0,148.42000,14.93700,-7.62800,0,0.21700,0.03100,-0.02500,0,0.090000,0.090000,-0.040000,0,1438,39,-39,0,85.830,0.990,-1.380,0,-128.3400,289.3400,-48.1300,0,F9 V,6100.00,65.00,-65.00,0,1.19,0.04,-0.04,0,1.00,0.02,-0.02,0,06h45m06.54s,101.2772396,+00d48m54.78s,0.8152163,882.4720000,25.6200000,-25.6200000,2014-05-14
CoRoT-6 b,CoRoT-6,1,1,1,0,Transit,2009,CoRoT,8.88659300,0.00000400,-0.00000400,0,0.085500,0.001500,-0.001500,0,13.068,0.392,-0.392,0,940.74000,108.06000,-108.06000,0,2.32000,0.31000,-0.31000,0,0.100000,,,1,1017,19,-19,0,89.070,0.300,-0.300,0,,,,,F9 V,6090.00,70.00,-70.00,0,1.02,0.03,-0.03,0,1.05,0.05,-0.05,0,18h44m17.41s,281.0725563,+06d39m47.54s,6.6632062,645.2940000,12.4530000,-11.9970000,2014-05-14
CoRoT-7 b,CoRoT-7,1,1,2,0,Transit,2009,CoRoT,0.85359163,0.00000001,-0.00000001,0,,,,,1.681,0.112,-0.112,0,4.07661,1.01982,-1.01982,0,,,,,0.000000,,,0,,,,,80.100,0.300,-0.300,0,,,,,,5275.00,75.00,-75.00,0,0.83,0.04,-0.04,0,0.82,0.17,-0.17,0,06h43m49.48s,100.9561682,-01d03m46.83s,-1.0630076,159.9060000,0.9170000,-0.9060000,2020-11-13
CoRoT-7 c,CoRoT-7,1,1,2,0,Radial Velocity,2009,CoRoT,3.69800000,0.00300000,-0.00300000,0,0.046000,,,0,,,,,8.40000,0.90000,-0.90000,0,,,,,0.000000,,,0,,,,,80.000,,,0,180.0000,,,0,,5256.00,91.33,-130.85,0,0.86,0.05,-0.04,0,0.90,0.12,-0.10,0,06h43m49.48s,100.9561682,-01d03m46.83s,-1.0630076,159.9060000,0.9170000,-0.9060000,2015-09-08
CoRoT-8 b,CoRoT-8,1,1,1,0,Transit,2010,CoRoT,6.21229000,0.00003000,-0.00003000,0,0.063000,0.001000,-0.001000,0,6.390,0.220,-0.220,0,69.92000,9.53000,-9.53000,0,1.60000,0.10000,-0.10000,0,0.000000,,,0,,,,,88.400,0.100,-0.100,0,,,,,K1 V,5080.00,80.00,-80.00,0,0.77,0.02,-0.02,0,0.88,0.04,-0.04,0,19h26m21.26s,291.5885696,+01d25m34.67s,1.4262972,322.0370000,2.7140000,-2.7140000,2014-05-14
CoRoT-9 b,CoRoT-9,1,2,1,0,Transit,2009,CoRoT,95.27265600,0.00006800,-0.00006800,0,0.402100,0.005400,-0.005400,0,11.949,0.841,-0.706,0,266.97720,15.89150,-15.89150,0,0.86000,0.18000,-0.16000,0,0.133000,0.042000,-0.037000,0,420,16,-16,0,89.900,0.066,-0.084,0,41.0000,31.0000,-24.0000,0,,5625.00,80.00,-80.00,0,0.96,0.06,-0.06,0,0.96,0.04,-0.04,0,18h43m08.80s,280.7866461,+06d12m14.68s,6.2040783,412.9800000,4.7250000,-4.6220000,2017-12-12
CoRoTID 223977153 b,CoRoTID 223977153,1,1,1,0,Transit,2017,CoRoT,6.71837000,0.00001000,-0.00001000,0,0.071000,0.001000,-0.001000,0,6.389,0.673,-0.560,0,47.67450,31.78300,-31.78300,0,1.10000,1.30000,-0.80000,0,,,,,938,65,-52,0,89.000,0.500,-0.500,0,,,,,G0 VI,5970.00,100.00,-100.00,0,0.79,0.08,-0.09,0,1.08,0.08,-0.07,0,06h40m46.84s,100.1951714,+09d15m26.62s,9.2573953,576.6830000,10.4360000,-10.4360000,2017-09-14
DE CVn b,DE CVn,1,2,1,0,Eclipse Timing Variations,2018,Multiple Facilities,4098.10000000,131.50000000,-131.50000000,0,5.750000,2.020000,-2.020000,0,,,,,,,,,,,,,0.000000,,,0,,,,,86.000,,,0,,,,,,,,,,,,,,0.51,,,0,13h26m52.97s,201.7207198,+45d32m43.96s,45.5455449,30.5225000,0.0284000,-0.0285000,2019-07-03
