pl_name,hostname,default_flag,sy_snum,sy_pnum,sy_mnum,discoverymethod,disc_year,disc_facility,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_orblper,pl_orblpererr1,pl_orblpererr2,pl_orblperlim,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,rowupdate
OGLE-2006-BLG-109L c,OGLE-2006-BLG-109L,1,1,2,0,Microlensing,2008,OGLE,4927.50000000,3540.50000000,-1752.00000000,0,4.500000,2.100000,-1.000000,0,,,,,86.00000,7.00000,-7.00000,0,,,,,0.150000,0.170000,-0.100000,0,,,,,64.000,4.000,-7.000,0,,,,,,,,,,,,,,0.51,0.05,-0.04,0,17h52m34.51s,268.1437920,-30d05m16.0s,-30.0877778,1510.0000000,110.0000000,-120.0000000,2019-12-05
OGLE-2007-BLG-349L AB c,OGLE-2007-BLG-349L A,1,2,1,0,Microlensing,2016,OGLE,2557.00000000,,,0,2.590000,0.430000,-0.340000,0,,,,,80.00000,13.00000,-13.00000,0,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,0.41,0.07,-0.07,0,18h05m24.43s,271.3518070,-26d25m19.0s,-26.4219437,2760.0000000,380.0000000,-380.0000000,2019-12-05
OGLE-2007-BLG-368L b,OGLE-2007-BLG-368L,1,1,1,0,Microlensing,2009,OGLE,,,,,2.800000,0.500000,-0.600000,0,,,,,20.00000,7.00000,-8.00000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.64,0.21,-0.26,0,17h56m25.96s,269.1081670,-32d14m14.7s,-32.2374167,5900.0000000,900.0000000,-1400.0000000,2019-12-05
OGLE-2008-BLG-092L b,OGLE-2008-BLG-092L,1,2,1,0,Microlensing,2014,OGLE,,,,,15.000000,,,0,,,,,57.00000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.71,,,0,17h47m29.42s,267.5407080,-34d43m35.6s,-34.6731944,8100.0000000,,,2019-12-05
OGLE-2008-BLG-355L b,OGLE-2008-BLG-355L,1,1,1,0,Microlensing,2014,OGLE,,,,,1.700000,0.290000,-0.300000,0,,,,,1500.00000,1200.00000,-700.00000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.37,0.30,-0.17,0,17h59m08.81s,269.7867080,-30d45m34.1s,-30.7594722,6800.0000000,1100.0000000,-1100.0000000,2019-12-05
OGLE-2011-BLG-0173L b,OGLE-2011-BLG-0173L,1,1,1,0,Microlensing,2018,OGLE,,,,,8.000000,,,0,,,,,60.00000,57.00000,-35.00000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41,0.30,-0.21,0,17h57m15.78s,269.3157350,-28d14m01.9s,-28.2338619,6100.0000000,1300.0000000,-1700.0000000,2019-12-05
OGLE-2011-BLG-0251L b,OGLE-2011-BLG-0251L,1,1,1,0,Microlensing,2012,OGLE,,,,,2.720000,0.750000,-0.750000,0,,,,,170.00000,67.00000,-67.00000,0,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,0.26,0.11,-0.11,0,17h38m14.18s,264.5590830,-27d08m10.1s,-27.1361389,2570.0000000,610.0000000,-610.0000000,2019-12-05
OGLE-2011-BLG-0265L b,OGLE-2011-BLG-0265L,1,1,1,0,Microlensing,2015,OGLE,,,,,1.890000,0.250000,-0.200000,0,,,,,280.00000,86.00000,-57.00000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21,0.07,-0.04,0,17h57m47.72s,269.4488330,-27d23m40.3s,-27.3945278,4380.0000000,510.0000000,-450.0000000,2019-12-05
OGLE-2012-BLG-0026L b,OGLE-2012-BLG-0026L,1,1,2,0,Microlensing,2012,OGLE,,,,,4.000000,0.500000,-0.500000,0,,,,,46.10000,2.60000,-2.60000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.06,0.05,-0.05,0,17h34m18.70s,263.5779170,-27d08m33.9s,-27.1427500,4019.0000000,380.0000000,-380.0000000,2019-12-05
OGLE-2012-BLG-0026L c,OGLE-2012-BLG-0026L,1,1,2,0,Microlensing,2012,OGLE,,,,,4.800000,0.700000,-0.700000,0,,,,,270.00000,20.00000,-20.00000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.06,0.05,-0.05,0,17h34m18.70s,263.5779170,-27d08m33.9s,-27.1427500,4019.0000000,380.0000000,-380.0000000,2019-12-05
OGLE-2012-BLG-0358L b,OGLE-2012-BLG-0358L,1,1,1,0,Microlensing,2013,OGLE,,,,,0.870000,0.030000,-0.030000,0,,,,,588.00000,60.00000,-60.00000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.00,0.00,0,17h42m46.77s,265.6948750,-24d15m39.6s,-24.2610000,1760.0000000,130.0000000,-130.0000000,2019-12-05
OGLE-2012-BLG-0406L b,OGLE-2012-BLG-0406L,1,1,1,0,Microlensing,2013,OGLE,,,,,3.450000,0.260000,-0.260000,0,,,,,868.00000,140.00000,-140.00000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.44,0.07,-0.07,0,17h53m18.17s,268.3257080,-30d28m16.2s,-30.4711667,4970.0000000,290.0000000,-290.0000000,2019-12-05
OGLE-2012-BLG-0563L b,OGLE-2012-BLG-0563L,1,1,1,0,Microlensing,2015,OGLE,,,,,0.740000,0.260000,-0.420000,0,,,,,120.00000,44.00000,-73.00000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.34,0.12,-0.20,0,18h05m57.72s,271.4905000,-27d42m43.2s,-27.7120000,1300.0000000,600.0000000,-800.0000000,2019-12-05
OGLE-2012-BLG-0724L b,OGLE-2012-BLG-0724L,1,1,1,0,Microlensing,2016,OGLE,,,,,1.600000,0.400000,-0.300000,0,,,,,150.00000,170.00000,-83.00000,0,,,,,,,,,,,,,,,,,,,,,M V,,,,,,,,,0.29,0.33,-0.16,0,17h55m52.39s,268.9682920,-29d49m6.7s,-29.8185278,6700.0000000,1100.0000000,-1200.0000000,2019-12-05
OGLE-2012-BLG-0838L b,OGLE-2012-BLG-0838L,1,1,1,0,Microlensing,2020,OGLE,,,,,4.430000,0.710000,-0.810000,0,,,,,53.10000,38.50000,-260.00000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.40,0.29,-0.20,0,18h12m00.74s,273.0030830,-25d42m41.80s,-25.7116111,6320.0000000,830.0000000,-1040.0000000,2020-06-24
OGLE-2012-BLG-0950L b,OGLE-2012-BLG-0950L,1,1,1,0,Microlensing,2016,OGLE,,,,,2.600000,0.300000,-0.500000,0,,,,,35.00000,10.00000,-6.00000,0,,,,,,,,,,,,,,,,,,,,,M V,,,,,,,,,0.57,0.06,-0.10,0,18h08m04.62s,272.0192570,-29d43m53.7s,-29.7315826,2600.0000000,500.0000000,-700.0000000,2019-12-05
OGLE-2013-BLG-0102L b,OGLE-2013-BLG-0102L,1,1,1,0,Microlensing,2014,OGLE,,,,,0.800000,0.080000,-0.080000,0,,,,,4100.00000,600.00000,-600.00000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10,0.01,-0.01,0,17h52m07.08s,268.0295000,-31d41m26.1s,-31.6905833,3040.0000000,310.0000000,-310.0000000,2019-12-05
OGLE-2013-BLG-0132L b,OGLE-2013-BLG-0132L,1,1,1,0,Microlensing,2017,OGLE,,,,,3.600000,1.400000,-1.200000,0,,,,,92.00000,51.00000,-41.00000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.54,0.30,-0.23,0,17h59m03.51s,269.7646180,-28d25m15.7s,-28.4210281,3900.0000000,1500.0000000,-1300.0000000,2019-12-05
OGLE-2013-BLG-0341L B b,OGLE-2013-BLG-0341L B,1,2,1,0,Microlensing,2014,OGLE,,,,,0.702000,0.022000,-0.022000,0,,,,,1.66000,0.18000,-0.18000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,0.01,-0.01,0,17h52m07.49s,268.0312080,-29d50m46.0s,-29.8461111,911.0000000,70.0000000,-70.0000000,2020-03-13
OGLE-2013-BLG-0911L b,OGLE-2013-BLG-0911L,1,1,1,0,Microlensing,2019,OGLE,,,,,0.390000,0.050000,-0.030000,0,,,,,3020.00000,864.00000,-537.00000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.29,0.07,-0.05,0,17h55m31.98s,268.8832500,-29d15m13.8s,-29.2538333,3220.0000000,470.0000000,-350.0000000,2020-04-02
OGLE-2013-BLG-1721L b,OGLE-2013-BLG-1721L,1,1,1,0,Microlensing,2017,OGLE,,,,,2.600000,0.500000,-0.700000,0,,,,,200.00000,110.00000,-99.00000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.46,0.26,-0.23,0,17h52m30.37s,268.1265560,-30d17m33.7s,-30.2926941,6300.0000000,1100.0000000,-1600.0000000,2019-12-05
OGLE-2013-BLG-1761L b,OGLE-2013-BLG-1761L,1,1,1,0,Microlensing,2018,OGLE,,,,,1.800000,0.500000,-0.500000,0,,,,,860.00000,790.00000,-480.00000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33,0.32,-0.19,0,17h53m38.28s,268.4094850,-28d53m42.98s,-28.8952713,6900.0000000,1000.0000000,-1200.0000000,2019-12-05
OGLE-2014-BLG-0124L b,OGLE-2014-BLG-0124L,1,1,1,0,Microlensing,2015,OGLE,,,,,3.110000,0.490000,-0.490000,0,,,,,160.00000,51.00000,-51.00000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.71,0.22,-0.22,0,18h02m29.21s,270.6217080,-28d23m46.5s,-28.3962500,4100.0000000,590.0000000,-590.0000000,2019-12-05
OGLE-2014-BLG-0676L b,OGLE-2014-BLG-0676L,1,1,1,0,Microlensing,2016,OGLE,,,,,4.400000,2.160000,-1.460000,0,,,,,982.00000,324.00000,-356.00000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.62,0.20,-0.22,0,17h52m24.50s,268.1020810,-30d32m54.20s,-30.5483894,2220.0000000,960.0000000,-830.0000000,2019-12-05
OGLE-2014-BLG-1722L b,OGLE-2014-BLG-1722L,1,1,2,0,Microlensing,2018,OGLE,,,,,1.500000,0.600000,-0.600000,0,,,,,55.30000,51.30000,-33.10000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.40,0.36,-0.24,0,17h55m00.57s,268.7523800,-31d28m08.6s,-31.4690552,6400.0000000,1280.0000000,-1870.0000000,2019-12-05
OGLE-2014-BLG-1722L c,OGLE-2014-BLG-1722L,1,1,2,0,Microlensing,2018,OGLE,,,,,1.700000,0.700000,-0.600000,0,,,,,83.70000,86.40000,-51.20000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.40,0.36,-0.24,0,17h55m00.57s,268.7523800,-31d28m08.6s,-31.4690552,6400.0000000,1280.0000000,-1870.0000000,2019-12-05
OGLE-2014-BLG-1760L b,OGLE-2014-BLG-1760L,1,1,1,0,Microlensing,2016,OGLE,,,,,1.750000,0.340000,-0.330000,0,,,,,180.00000,110.00000,-83.00000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51,0.44,-0.28,0,17h57m38.16s,269.4089970,-28d57m47.37s,-28.9631577,6860.0000000,1110.0000000,-1110.0000000,2019-12-05
OGLE-2015-BLG-0051L b,OGLE-2015-BLG-0051L,1,1,1,0,Microlensing,2016,OGLE,,,,,0.730000,0.080000,-0.080000,0,,,,,230.00000,210.00000,-20.00000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10,0.09,-0.01,0,17h58m39.01s,269.6625370,-28d01m54.1s,-28.0316944,8200.0000000,900.0000000,-900.0000000,2019-12-05
OGLE-2015-BLG-0954L b,OGLE-2015-BLG-0954L,1,1,1,0,Microlensing,2016,KMTNet,,,,,1.600000,1.300000,-0.700000,0,,,,,1100.00000,1200.00000,-510.00000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.30,0.34,-0.14,0,18h00m44.24s,270.1843330,-28d39m39.2s,-28.6608889,1200.0000000,1100.0000000,-500.0000000,2019-12-05
OGLE-2015-BLG-0966L b,OGLE-2015-BLG-0966L,1,1,1,0,Microlensing,2016,OGLE,,,,,2.700000,,,0,,,,,21.00000,2.00000,-2.00000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38,0.04,-0.04,0,17h55m01.02s,268.7542500,-29d02m49.6s,-29.0471111,3300.0000000,,,2019-12-05
OGLE-2015-BLG-1649L b,OGLE-2015-BLG-1649L,1,1,1,0,Microlensing,2019,OGLE,,,,,2.070000,0.650000,-0.770000,0,,,,,807.00000,470.00000,-442.00000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.34,0.19,-0.19,0,18h04m49.21s,271.2050417,-32d37m58.90s,-32.6330278,4230.0000000,1510.0000000,-1640.0000000,2019-12-05
OGLE-2015-BLG-1670L b,OGLE-2015-BLG-1670L,1,1,1,0,Microlensing,2019,OGLE,,,,,2.620000,0.580000,0.600000,0,,,,,17.90000,9.60000,-8.80000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.55,0.28,-0.28,0,17h52m38.11s,268.1587917,-28d33m06.9s,-28.5519167,6700.0000000,1000.0000000,-1300.0000000,2019-12-05
OGLE-2015-BLG-1771L b,OGLE-2015-BLG-1771L,1,1,1,0,Microlensing,2020,OGLE,,,,,0.850000,0.160000,-0.160000,0,,,,,138.00000,214.00000,-80.00000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,0.12,-0.04,0,17h55m11.76s,268.7990000,-28d51m45.90s,-28.8627500,7070.0000000,1000.0000000,-1090.0000000,2020-06-24
OGLE-2016-BLG-0263L b,OGLE-2016-BLG-0263L,1,1,1,0,Microlensing,2017,OGLE,,,,,5.400000,1.100000,-1.600000,0,,,,,1300.00000,2100.00000,-790.00000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,0.21,-0.08,0,17h59m34.9s,269.8954160,-31d49m07.0s,-31.8186111,6500.0000000,1300.0000000,-1900.0000000,2019-12-05
OGLE-2016-BLG-0613L AB b,OGLE-2016-BLG-0613L AB,1,2,1,0,Microlensing,2017,OGLE,,,,,6.400000,2.510000,-2.630000,0,,,,,1330.00000,1010.00000,-772.00000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.72,0.55,-0.42,0,17h57m02.50s,269.2604060,-28d06m58.2s,-28.1161671,3410.0000000,1340.0000000,-1420.0000000,2019-12-05
OGLE-2016-BLG-1067L b,OGLE-2016-BLG-1067L,1,1,1,0,Microlensing,2019,OGLE,,,,,1.700000,0.380000,-0.390000,0,,,,,140.00000,67.00000,-54.00000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.30,0.15,-0.12,0,18h12m49.08s,273.2045000,-27d00m45.5s,-27.0126389,3730.0000000,660.0000000,-670.0000000,2019-12-05
OGLE-2016-BLG-1190L b,OGLE-2016-BLG-1190L,1,1,1,0,Microlensing,2017,OGLE,1224.00000000,1896.00000000,-300.00000000,0,2.170000,1.870000,-0.380000,0,,,,,4253.00000,280.00000,-260.00000,0,,,,,,,,,,,,,41.200,11.950,-10.290,0,,,,,,,,,,,,,,0.88,0.06,-0.05,0,17h58m52.30s,269.7179260,-27d36m48.8s,-27.6135559,6770.0000000,80.0000000,-90.0000000,2019-12-05
OGLE-2016-BLG-1195L b,OGLE-2016-BLG-1195L,1,1,1,0,Microlensing,2017,OGLE,,,,,1.160000,0.160000,-0.130000,0,,,,,1.43000,0.45000,-0.32000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,0.02,-0.01,0,17h55m23.5s,268.8479310,-30d12m26.1s,-30.2072506,3910.0000000,420.0000000,-460.0000000,2019-12-05
OGLE-2016-BLG-1227L b,OGLE-2016-BLG-1227L,1,1,1,0,Microlensing,2020,OGLE,,,,,3.400000,2.100000,-1.000000,0,,,,,250.00000,413.00000,-120.00000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10,0.17,-0.05,0,17h42m23.31s,265.5971250,-33d45m35.2s,-33.7597778,,,,2020-04-02
OGLE-2017-BLG-0173L b,OGLE-2017-BLG-0173L,1,1,1,0,Microlensing,2018,OGLE,,,,,3.913000,1.615000,-1.649000,0,,,,,3.26900,3.84900,-2.01500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.40,0.39,-0.23,0,17h51m52.95s,267.9706120,-29d16m16.9s,-29.2713604,4705.0000000,1468.0000000,-1763.0000000,2019-12-05
OGLE-2017-BLG-0373L b,OGLE-2017-BLG-0373L,1,1,1,0,Microlensing,2018,OGLE,,,,,2.424000,0.757000,-0.783000,0,,,,,127.00000,202.00000,-82.00000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,0.27,-0.13,0,17h57m19.06s,269.3294067,-31d57m06.2s,-31.9517231,5915.0000000,1123.0000000,-1478.0000000,2019-12-05
OGLE-2017-BLG-0406L b,OGLE-2017-BLG-0406L,1,1,1,0,Microlensing,2020,OGLE,,,,,3.500000,0.300000,-0.300000,0,,,,,130.00000,20.00000,-20.00000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.56,0.07,-0.07,0,17h55m59.92s,268.9996670,-29d51m47.3s,-29.8631389,5200.0000000,500.0000000,-500.0000000,2020-07-09
OGLE-2017-BLG-0482L b,OGLE-2017-BLG-0482L,1,1,1,0,Microlensing,2018,OGLE,,,,,1.800000,0.600000,-0.700000,0,,,,,9.00000,9.00000,-4.50000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.20,0.20,-0.10,0,17h56m11.73s,269.0488890,-30d31m42.1s,-30.5283604,5800.0000000,1800.0000000,-2100.0000000,2019-12-05
OGLE-2017-BLG-0604L b,OGLE-2017-BLG-0604L,1,1,1,0,Microlensing,2020,OGLE,,,,,4.060000,1.910000,-1.340000,0,,,,,160.00000,67.00000,-67.00000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.70,0.28,-0.28,0,17h51m34.00s,267.8916670,-30d56m47.6s,-30.9465556,3950.0000000,1870.0000000,-1310.0000000,2020-11-05
OGLE-2017-BLG-1049L b,OGLE-2017-BLG-1049L,1,1,1,0,Microlensing,2020,OGLE,,,,,3.920000,1.100000,-1.320000,0,,,,,1760.00000,1150.00000,-912.00000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.55,0.36,-0.29,0,17h58m08.05s,269.5335420,-27d08m39.20s,-27.1442222,5670.0000000,1110.0000000,-1520.0000000,2021-04-01
OGLE-2017-BLG-1140L b,OGLE-2017-BLG-1140L,1,1,1,0,Microlensing,2018,OGLE,,,,,1.020000,0.150000,-0.150000,0,,,,,505.00000,110.00000,-83.00000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21,0.03,-0.03,0,17h47m31.93s,266.8830570,-24d31m21.6s,-24.5226669,,,,2019-12-05
OGLE-2017-BLG-1375L b,OGLE-2017-BLG-1375L,1,1,1,0,Microlensing,2020,OGLE,,,,,3.040000,1.160000,-0.750000,0,,,,,3585.00000,2770.00000,-1070.00000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.81,0.63,-0.24,0,17h56m37.17s,269.1548750,-30d18m41.1s,-30.3114167,3930.0000000,1490.0000000,-910.0000000,2020-11-05
OGLE-2017-BLG-1434L b,OGLE-2017-BLG-1434L,1,1,1,0,Microlensing,2018,OGLE,,,,,1.180000,0.100000,-0.100000,0,,,,,4.50000,0.50000,-0.50000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23,0.03,-0.03,0,17h53m07.29s,268.2803650,-30d14m44.6s,-30.2457218,860.0000000,90.0000000,-90.0000000,2019-12-05
OGLE-2017-BLG-1522L b,OGLE-2017-BLG-1522L,1,1,1,0,Microlensing,2018,OGLE,,,,,0.590000,0.120000,-0.110000,0,,,,,240.00000,400.00000,-130.00000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0.08,-0.02,0,18h01m16.65s,270.3193660,-28d27m43.1s,-28.4619713,7490.0000000,910.0000000,-880.0000000,2019-12-05
OGLE-2018-BLG-0596L b,OGLE-2018-BLG-0596L,1,1,1,0,Microlensing,2019,OGLE,,,,,0.970000,0.130000,-0.130000,0,,,,,13.93000,1.56000,-1.56000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23,0.03,-0.03,0,17h56m13.33s,269.0555417,-29d11m56.7s,-29.1990833,5650.0000000,750.0000000,-750.0000000,2019-12-05
OGLE-2018-BLG-0677L b,OGLE-2018-BLG-0677L,1,1,1,0,Microlensing,2020,OGLE,,,,,0.630000,0.200000,-0.170000,0,,,,,3.96000,5.88000,-2.66000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12,0.14,-0.08,0,17h55m00.27s,268.7511250,-32d00m59.51s,-32.0165306,7580.0000000,1150.0000000,-1350.0000000,2020-06-24
OGLE-2018-BLG-0740L b,OGLE-2018-BLG-0740L,1,1,1,0,Microlensing,2019,OGLE,5480.00000000,1200.00000000,-1200.00000000,0,5.000000,0.300000,-0.300000,0,,,,,1500.00000,200.00000,-200.00000,0,,,,,0.000000,,,0,,,,,,,,,,,,,G V,5912.00,49.00,-49.00,0,,,,,1.00,0.10,-0.10,0,18h08m42.47s,272.1769583,-29d50m08.9s,-29.8358056,3200.0000000,500.0000000,-500.0000000,2019-12-05
OGLE-2018-BLG-1011L b,OGLE-2018-BLG-1011L,1,1,2,0,Microlensing,2019,OGLE,,,,,1.800000,2.100000,-1.500000,0,,,,,570.00000,1100.00000,-350.00000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18,0.33,-0.10,0,17h56m03.36s,269.0140000,-29d04m58.4s,-29.0828889,7100.0000000,1100.0000000,-1500.0000000,2019-12-05
OGLE-2018-BLG-1011L c,OGLE-2018-BLG-1011L,1,1,2,0,Microlensing,2019,OGLE,,,,,0.800000,0.900000,-0.600000,0,,,,,890.00000,1600.00000,-540.00000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18,0.33,-0.10,0,17h56m03.36s,269.0140000,-29d04m58.4s,-29.0828889,7100.0000000,1100.0000000,-1500.0000000,2019-12-05
OGLE-2018-BLG-1269L b,OGLE-2018-BLG-1269L,1,1,1,0,Microlensing,2020,OGLE,,,,,4.510000,1.660000,-1.150000,0,,,,,210.00000,130.00000,-67.00000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.11,0.68,-0.34,0,17h58m46.42s,269.6934170,-27d37m04.6s,-27.6179444,2510.0000000,900.0000000,-610.0000000,2020-10-08
OGLE-2018-BLG-1428L b,OGLE-2018-BLG-1428L,1,1,1,0,Microlensing,2021,OGLE,,,,,3.300000,0.590000,-0.830000,0,,,,,240.00000,240.00000,-170.00000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.43,0.33,-0.22,0,17h42m11.69s,265.5487080,-26d08m16.4s,-26.1378889,6220.0000000,1030.0000000,-1510.0000000,2021-04-01
OGLE-2018-BLG-1700L b,OGLE-2018-BLG-1700L,1,2,1,0,Microlensing,2020,OGLE,,,,,2.800000,3.200000,-2.500000,0,,,,,1400.00000,966.00000,-636.00000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.42,0.29,-0.19,0,17h59m49.45s,269.9560420,-28d31m43.10s,-28.5286389,7600.0000000,1200.0000000,-900.0000000,2020-06-24
OGLE-TR-10 b,OGLE-TR-10,1,1,1,0,Transit,2004,OGLE,3.10127800,,,0,0.043400,0.001300,-0.001500,0,14.011,1.569,-1.345,0,197.04600,44.49400,-44.49400,0,0.40000,0.18000,-0.12000,0,,,,,,,,,90.000,0.000,-3.900,0,,,,,,5950.00,130.00,,0,1.17,0.13,,0,1.14,0.12,,0,17h51m28.26s,267.8677483,-29d52m35.31s,-29.8764758,1344.9700000,111.6650000,-111.6650000,2014-05-14
OGLE-TR-111 b,OGLE-TR-111,1,1,1,0,Transit,2004,OGLE,4.01444630,0.00000100,-0.00000100,0,0.047300,0.001500,-0.001400,0,11.422,0.291,-0.291,0,,,,,,,,,,,,,,,,,88.300,0.300,-0.200,0,,,,,,,,,,0.83,0.02,-0.02,0,,,,,10h53m17.79s,163.3241150,-61d24m20.51s,-61.4056976,1068.3300000,64.7950000,-64.7950000,2016-02-24
OGLE-TR-113 b,OGLE-TR-113,1,1,1,0,Transit,2004,OGLE,1.43247520,,,0,0.022890,0.000160,-0.000150,0,12.251,0.314,-0.213,0,400.44900,50.85100,-50.85100,0,1.20000,0.17000,-0.16000,0,,,,,,,,,87.800,1.600,-0.620,0,,,,,,4790.00,75.00,,0,0.77,0.02,,0,0.78,0.02,,0,10h52m24.25s,163.1010355,-61d26m48.69s,-61.4468591,566.4590000,11.4890000,-11.0500000,2014-05-14
OGLE-TR-132 b,OGLE-TR-132,1,1,1,0,Transit,2004,OGLE,1.68986800,,,0,0.030350,0.000570,-0.000530,0,13.450,1.680,-1.230,0,375.02000,44.49000,-41.32000,0,0.85000,0.32000,-0.26000,0,,,,,2013,77,-108,0,83.400,2.900,-1.300,0,,,,,,6210.00,75.00,-75.00,0,1.32,0.17,-0.12,0,1.30,0.07,-0.07,0,10h50m34.58s,162.6440933,-61d57m26.09s,-61.9572476,2012.6200000,231.8200000,-231.8200000,2014-10-29
OGLE-TR-182 b,OGLE-TR-182,1,1,1,0,Transit,2007,OGLE,3.97910000,0.00001000,-0.00001000,0,0.051000,0.001000,-0.001000,0,12.666,2.690,-0.897,0,320.99500,47.67200,-47.67200,0,,,,,0.000000,,,0,,,,,85.700,0.300,-0.300,0,,,,,,5924.00,64.00,,0,1.14,0.23,,0,1.14,0.05,,0,11h09m18.70s,167.3279228,-61d05m42.94s,-61.0952624,2501.7500000,399.8550000,-399.8550000,2014-05-14
OGLE-TR-211 b,OGLE-TR-211,1,1,1,0,Transit,2007,OGLE,3.67724000,0.00003000,-0.00003000,0,0.051000,0.001000,-0.001000,0,15.244,2.018,-1.009,0,327.35100,63.56300,-63.56300,0,,,,,0.000000,,,0,,,,,87.200,,,-1,,,,,,6325.00,91.00,,0,1.64,0.21,,0,1.33,0.05,,0,10h40m14.36s,160.0598236,-62d27m19.93s,-62.4555353,1515.2600000,109.8250000,-109.8250000,2014-05-14
OGLE-TR-56 b,OGLE-TR-56,1,1,1,0,Transit,2002,OGLE,1.21191890,,,0,0.023830,0.000460,-0.000510,0,15.278,0.009,-0.009,0,441.77000,57.21000,-54.03000,0,0.68000,0.18000,-0.14000,0,,,,,2212,61,-63,0,77.600,0.910,-1.000,0,,,,,,6050.00,100.00,,0,,,,,,,,,17h56m35.51s,269.1479583,-29d32m21.2s,-29.5392222,,,,2014-05-14
